Rank|Song|Total Points|Number Ones|Total Listeners
512|Oh Wonder - Drive|18.0|0|2
512|Wet - There's A Reason|18.0|0|2
512|Wonder Girls - Why So Lonely|18.0|0|2
534|Lorde - Hard Feelings/Loveless|17.5|0|7
534|Bishop Briggs - Wild Horses|17.5|0|6
534|Jessie J - Bang Bang|17.5|0|5
534|Paramore - Fake Happy|17.5|0|5
534|The Chainsmokers - Sick Boy|17.5|0|5
534|Britney Spears - Toxic|17.5|0|4
534|Allie X - That's So Us|17.5|0|3
534|Lana Del Rey - Lust for Life (with The Weeknd)|17.5|0|3
534|RuPaul - Kitty Girl (feat. The Cast Of RuPaul's Drag Race All Stars, Season 3)|17.5|0|3
534|Rich The Kid - Too Gone (feat. Khalid)|17.5|1|2
534|Banks - Brain|17.5|0|2
534|Danny L Harle - Super Natural (feat. Carly Rae Jepsen)|17.5|0|2
534|Kanye West - Welcome To Heartbreak|17.5|0|2
534|Kelela - Rewind|17.5|0|2
534|Lana Del Rey - Blue Jeans|17.5|0|2
534|LOOΠΔ - Love Cherry Motion|17.5|0|2
534|Taylor Swift - The Story Of Us|17.5|0|2
551|Bruno Mars - Finesse (Remix) (feat. Cardi B)|17.0|0|6
551|MØ - Final Song|17.0|0|5
551|Ariana Grande - Baby I|17.0|0|4
551|Ariana Grande - Problem|17.0|0|4
551|Bleachers - Everybody Lost Somebody|17.0|0|4
551|David Guetta - Like I Do|17.0|0|4
551|M.I.A. - Paper Planes|17.0|0|4
551|Rihanna - Consideration|17.0|0|4
551|Alvvays - Lollipop (Ode To Jim)|17.0|1|3
551|BLACKPINK - BOOMBAYAH|17.0|1|3
551|Hannah Diamond - Every Night|17.0|1|3
551|Lady Gaga - Donatella|17.0|1|3
551|Petit biscuit - Sunset Lover|17.0|1|3
551|BROCKHAMPTON - JUNKY|17.0|0|3
551|Grimes - Butterfly|17.0|0|3
551|Justin Timberlake - Say Something (feat. Chris Stapleton)|17.0|0|3
551|Kanye West - Dark Fantasy|17.0|0|3
551|Kate Bush - Running Up That Hill (A Deal With God)|17.0|0|3
551|Khalid & Swae Lee - The Ways|17.0|0|3
551|6ix9ine - GOTTI|17.0|0|2
551|Frank Ocean - Rushes To|17.0|0|2
551|Frank Ocean - self control|17.0|0|2
551|Grimes - Easily|17.0|0|2
551|Kanye West - Coldest Winter|17.0|0|2
551|Kanye West - Feedback|17.0|0|2
551|Naaz - As Fun|17.0|0|2
551|Saba - SMILE|17.0|0|2
551|Tay-K - The Race|17.0|0|2
551|Troye Sivan - Wild|17.0|0|2
551|Young Fathers - Holy Ghost|17.0|0|2
551|Z money - Two 16's (feat. Valee)|17.0|0|2
582|Lorde - Writer In The Dark|16.5|0|6
582|Lady Gaga - The Edge Of Glory|16.5|0|5
582|Red Velvet - 러시안 룰렛 Russian Roulette|16.5|0|5
582|Taylor Swift - New Romantics|16.5|0|5
582|The Weeknd - Try Me|16.5|0|5
582|Alice Merton - No Roots|16.5|0|4
582|Avicii - Friend Of Mine (feat. Vargas & Lagola)|16.5|0|3
582|K.I.D - Waiting Room|16.5|0|3
582|LOOΠΔ / ODD EYE CIRCLE - Girl Front|16.5|0|3
582|Rina Sawayama - Cyber Stockholm Syndrome|16.5|0|3
582|St. Vincent - Happy Birthday, Johnny|16.5|0|3
582|Bhad Bhabie - Hi Bich|16.5|0|2
582|Kate Bush - Wuthering Heights|16.5|0|2
582|Sudan Archives - Nont For Sale|16.5|0|2
582|U.S. Girls - Velvet 4 Sale|16.5|0|2
597|The Chainsmokers - Roses|16.0|0|5
597|Bruno Mars - 24K Magic|16.0|0|4
597|CHVRCHES - Get Out|16.0|0|4
597|Hannah Diamond - Hi|16.0|0|4
597|Major Lazer - Lean On (feat. MØ & DJ Snake)|16.0|0|4
597|Rudimental - These Days (feat. Jess Glynne, Macklemore & Dan Caplen)|16.0|0|4
597|Selena Gomez & Marshmello - Wolves|16.0|0|4
597|Alina Baraz - Coming To My Senses|16.0|0|3
597|Ashley Monroe - Orphan|16.0|0|3
597|BROCKHAMPTON - JESUS|16.0|0|3
597|Lana Del Rey - Video Games|16.0|0|3
597|Slowdive - Alison|16.0|0|3
597|Coin - Hannah|16.0|1|2
597|Diplo - Get It Right|16.0|1|2
597|GoldLink - Crew|16.0|1|2
597|Gryffin - Winnebago (feat. Quinn XCII & Daniel Wilson)|16.0|1|2
597|Justin Timberlake - Cry Me a River|16.0|1|2
597|Kevin Abstract - empty|16.0|1|2
597|Kylie Minogue - Wow|16.0|1|2
597|Lana Del Rey - High by The Beach|16.0|1|2
597|Mike Posner - I Took A Pill In Ibiza - SeeB Remix|16.0|1|2
597|Nina Nesbitt - Somebody Special|16.0|1|2
597|Porter Robinson - Shelter|16.0|1|2
597|Sabrina Claudio - Don't Let Me Down (feat. Khalid)|16.0|1|2
597|Shura - Touch|16.0|1|2
597|Tove Lo - Hey You Got Drugs?|16.0|1|2
597|Björk - Stonemilker|16.0|0|2
597|Elizabeth Grant - Serial Killer|16.0|0|2
597|Keiynan Lonsdale - Kiss The Boy|16.0|0|2
597|Leona Lewis - Collide|16.0|0|2
627|Britney Spears - How I Roll|15.5|0|4
627|Carly Rae Jepsen - Roses|15.5|0|4
627|Charli XCX - Secret (Shh)|15.5|0|4
627|Frank Ocean - Ivy|15.5|0|4
627|The Weeknd - Hurt You (feat. Gesaffelstein)|15.5|0|4
627|Ariana Grande - Leave Me Lonely|15.5|0|3
627|Avicii - Fade Into Darkness - Vocal Radio Mix|15.5|0|3
627|Avicii - I Could Be The One (Avicii vs Nicky Romero) - Nicktim|15.5|0|3
627|CupcakKe - Cartoons|15.5|0|3
627|Flatbush ZOMBiES - Crown (feat. Portugal. The Man)|15.5|0|3
627|Frank Ocean - White Ferrari|15.5|0|3
627|Halsey - 100 Letters|15.5|0|3
627|Kanye West - Hold My Liquor|15.5|0|3
627|Kygo - It Ain't Me (with Selena Gomez)|15.5|0|3
627|Marian Hill - Wish You Would|15.5|0|3
627|Princess Nokia - Tomboy|15.5|0|3
627|Taylor Swift - Everything Has Changed|15.5|0|3
627|The Strokes - Is This It|15.5|0|3
627|5 Seconds Of Summer - She Looks So Perfect|15.5|0|2
627|Avicii - You Be Love (feat. Billy Raffoul)|15.5|0|2
627|Cocteau Twins - Cherry-Coloured Funk|15.5|0|2
627|Confidence Man - Better Sit Down Boy|15.5|0|2
627|Diplo - Wish (feat. Trippie Redd)|15.5|0|2
627|Echosmith - Over My Head|15.5|0|2
627|FKA twigs - Figure 8|15.5|0|2
627|Frank Ocean - Higgs|15.5|0|2
627|HAIM - Ready For You|15.5|0|2
627|Lady Gaga - Monster|15.5|0|2
627|Lana Del Rey - Cola|15.5|0|2
627|Lana Del Rey - Gods & Monsters|15.5|0|2
627|Madison Beer - Fools|15.5|0|2
627|The Glitch Mob - I Could Be Anything (feat. Elohim)|15.5|0|2
659|Taylor Swift - Shake It Off|15.0|0|6
659|Calvin Harris - Feels|15.0|0|5
659|The 1975 - Somebody Else|15.0|0|5
659|Kylie Minogue - Sincerely Yours|15.0|0|4
659|Robyn - Call Your Girlfriend|15.0|0|4
659|Taylor Swift - Blank Space|15.0|0|4
659|Ashley Monroe - Hard On a Heart|15.0|0|3
659|K.I.D - Antisocial|15.0|0|3
659|Lady Gaga - Just Dance|15.0|0|3
659|MØ - Nostalgia|15.0|0|3
659|Niall Horan - Too Much To Ask|15.0|0|3
659|Nicky Jam - X|15.0|0|3
659|U.S. Girls - L-Over|15.0|0|3
659|소녀시대 - All Night|15.0|0|3
659|Ariana Grande - Leave Me Lonely (feat. Macy Gray)|15.0|0|2
659|Ariana Grande - Right There|15.0|0|2
659|Barrett Wilbert Weed - I'd Rather Be Me|15.0|0|2
659|Beach House - Silver Soul|15.0|0|2
659|Chairlift - Ch-Ching|15.0|0|2
659|CHVRCHES - The Mother We Share|15.0|0|2
659|Fiona Apple - Shadowboxer|15.0|0|2
659|Frank Ocean - In Here Somewhere|15.0|0|2
659|Honne - Day 1 ◑|15.0|0|2
659|hyO - Sober|15.0|0|2
659|Justin Bieber - What Do You Mean?|15.0|0|2
659|Kylie Minogue - Better The Devil You Know|15.0|0|2
659|Lady Gaga - A-YO|15.0|0|2
659|Lily Allen - Trigger Bang (feat. Giggs)|15.0|0|2
659|Little Mix - Shout Out To My Ex|15.0|0|2
659|Liv Dawson - Talk|15.0|0|2
659|Nicki Minaj - Super Bass|15.0|0|2
659|No Doubt - Just a Girl|15.0|0|2
659|Of Monsters and Men - Dirty Paws|15.0|0|2
659|QT - Hey QT|15.0|0|2
659|ramz - Barking|15.0|0|2
659|Snail Mail - Thinning|15.0|0|2
659|Sofia Reyes - 1, 2, 3 (feat. Jason Derulo & De La Ghetto)|15.0|0|2
659|St. Vincent - Sugarboy|15.0|0|2
659|St. Vincent - The Party|15.0|0|2
659|Sting - Gotta Get Back My Baby (with Shaggy)|15.0|0|2
659|Taylor Swift - Speak Now|15.0|0|2
659|The Flaming Lips - Race for The Prize|15.0|0|2
659|The Wrecks - Favorite Liar|15.0|0|2
659|Wet - Deadwater|15.0|0|2
659|1 Hour Of Relaxing Zelda - Breath Of The Wild Music|15.0|1|1
659|2814 - Pillar / New Sun|15.0|1|1
659|Above & Beyond - Northern Soul|15.0|1|1
659|Alaskan Tapes - North|15.0|1|1
659|Arctic Monkeys - Do Me a Favour|15.0|1|1
659|Avenged Sevenfold - This Means War|15.0|1|1
659|Avicii - I Could Be The One (Avicii vs Nicky Romero) - Noonie Bao Acoustic Mix|15.0|1|1
659|Becky G, Natti Natasha - Sin Pijama|15.0|1|1
659|Ben Howard - Towing The Line|15.0|1|1
659|Beyoncé - Crazy In Love (feat. Jay-Z)|15.0|1|1
659|Black Star - Definition|15.0|1|1
659|Boards Of Canada - Constants Are Changing|15.0|1|1
659|Breaking Benjamin - Tourniquet|15.0|1|1
659|Britney Spears - Slumber Party (feat. Tinashe)|15.0|1|1
659|BROCKHAMPTON - Lamb (Extended)|15.0|1|1
659|BTS - 바다|15.0|1|1
659|Call Out My Name (8 Bit Tribute To The Weeknd) - 8 Bit Universe|15.0|1|1
659|Calvin Harris - Under Control|15.0|1|1
659|Charli XCX - No Fun|15.0|1|1
659|CHVRCHES - Dead Air|15.0|1|1
659|Cosmic Johnny - Useless Machine|15.0|1|1
659|Dance Gavin Dance - That's What I Like|15.0|1|1
659|Dimitri Vegas & Like Mike - Complicated (feat. Kiiara)|15.0|1|1
659|Dr. Dre - Still D.R.E. (feat. Snoop Dogg)|15.0|1|1
659|Eden - Wake Up|15.0|1|1
659|Ellie Goulding - Love Me Like You Do (From "Fifty Shades Of Grey")|15.0|1|1
659|EXO-CBX - Cherish|15.0|1|1
659|Fall Out Boy - Tiffany Blews|15.0|1|1
659|Father John Misty - Please Don't Die|15.0|1|1
659|Fenech-Soler - Kaleidoscope|15.0|1|1
659|Fleetwood Mac - Dreams|15.0|1|1
659|Fleetwood Mac - Empire State|15.0|1|1
659|Frank Ifield - The Wayward Wind|15.0|1|1
659|Frank Ocean - Mitsubishi Sony|15.0|1|1
659|Frank Ocean - Rushes|15.0|1|1
659|Gent & Jawns - Club Sound|15.0|1|1
659|Japanese Breakfast - Everybody Wants To Love You|15.0|1|1
659|Jason Isbell - Something More Than Free|15.0|1|1
659|Jimena Baron - Que Regreses Tu - Remix|15.0|1|1
659|John Prine - Angel From Montgomery|15.0|1|1
659|Jorja Smith - Where Did I Go?|15.0|1|1
659|Kanye West - Real Friends|15.0|1|1
659|Kanye West - Wolves|15.0|1|1
659|Kate Bush - Moving|15.0|1|1
659|Kate Bush - The Dreaming|15.0|1|1
659|Kesha - All That Matters (The Beautiful Life)|15.0|1|1
659|Kimya Dawson - Tire Swing|15.0|1|1
659|Lord Huron - Ends Of The Earth|15.0|1|1
659|Louis The Child - It's Strange (feat. k.flay)|15.0|1|1
659|Luna - 그런 밤 Night Reminiscin' (with Yang Da Il)|15.0|1|1
659|Marina & The Diamonds - Hollywood|15.0|1|1
659|Medslaus - Marie|15.0|1|1
659|MGMT - Me and Michael|15.0|1|1
659|Miley Cyrus - Stay Together|15.0|1|1
659|MisterWives - Not Your Way|15.0|1|1
659|MØ - Kamikaze|15.0|1|1
659|Of Monsters and Men - Mountain Sound|15.0|1|1
659|Orbital - Are We Here?|15.0|1|1
659|Original Cast Of Hadestown - Mitchell: Epic II (Live)|15.0|1|1
659|Paul McCartney - Ram On - 2012 Remaster|15.0|1|1
659|Pavement - Silence Kit|15.0|1|1
659|Phoebe Bridgers - Chelsea|15.0|1|1
659|Phoebe Bridgers - Steamroller|15.0|1|1
659|PLVTINUM - London's Calling|15.0|1|1
659|Portishead - Machine Gun|15.0|1|1
659|Purity Ring - Sea Castle|15.0|1|1
659|Reol - ニュータイプトーキョー|15.0|1|1
659|Residente - Sexo|15.0|1|1
659|Rina Sawayama - Take Me as I Am|15.0|1|1
659|Riverdale Cast - In|15.0|1|1
659|Serena Ryder - Famous|15.0|1|1
659|SKI MASK THE SLUMP GOD - CATCH ME OUTSIDE|15.0|1|1
659|St. Vincent - Digital Witness|15.0|1|1
659|Stromae - Meltdown - From "The Hunger Games: Mockingjay Part 1" Soundtrack|15.0|1|1
659|Sure Sure - New Biome|15.0|1|1
659|Susan Egan - I Won't Say (I'm In Love)|15.0|1|1
659|Sylvan Esso - Radio|15.0|1|1
659|Teena Marie - Shangri-La|15.0|1|1
659|The Aces - Last One|15.0|1|1
659|The Clash - Train in Vain (Stand by Me)|15.0|1|1
659|The Runaways - Queens Of Noise|15.0|1|1
659|The Unb - Feeling|15.0|1|1
659|The Who - Pinball Wizard|15.0|1|1
659|They. - Dante's Creek|15.0|1|1
659|Tribes - Whenever|15.0|1|1
659|Troye Sivan - The Fault in Our Stars|15.0|1|1
659|Turnover - Take My Head|15.0|1|1
659|Twin Peaks - Tossing Tears|15.0|1|1
659|Tyler Glenn - Sudden Death (OMG)|15.0|1|1
659|TYSM - Honeymoon Phase|15.0|1|1
659|Urban Cone - Sadness Disease|15.0|1|1
659|Xiu Xiu - Between The Breaths|15.0|1|1
659|You'll Never Get To Heaven - Images|15.0|1|1
659|Yves Tumor - The Feeling When You Walk Away|15.0|1|1
659|岡部啓一 - Voice Of No Return|15.0|1|1
659|蔡佩轩 - 因为曾经爱过|15.0|1|1
799|Childish Gambino - Redbone|14.5|0|6
799|Avicii - Dear Boy|14.5|0|5
799|Taylor Swift - We Are Never Ever Getting Back Together|14.5|0|4
799|Tinashe - Keep Your Eyes on The Road (Intro)|14.5|0|4
799|Billie Eilish - Bored|14.5|0|3
799|Charli XCX - Emotional|14.5|0|3
799|Disclosure - Magnets|14.5|0|3
799|Grimes - Oblivion|14.5|0|3
799|Lord Huron - Never Ever|14.5|0|3
799|Lorde - Million Dollar Bills|14.5|0|3
799|Naaz - Up To Something|14.5|0|3
799|The Knocks - Love Me Like That (feat. Carly Rae Jepsen)|14.5|0|3
799|TWICE - OOH-AHH하게 Like OOH-AHH|14.5|0|3
799|Avicii - What Would I Change It To (feat. AlunaGeorge)|14.5|0|2
799|Beyoncé - Love Drought|14.5|0|2
799|CeeLo Green - Forget You|14.5|0|2
799|Coldplay - Hymn for The Weekend|14.5|0|2
799|Deerhunter - Cryptograms|14.5|0|2
799|Destiny's Child - Say My Name|14.5|0|2
799|Dua Lipa - Be The One|14.5|0|2
799|Ed Sheeran - Castle On The Hill|14.5|0|2
799|Famous Dex - Pick It Up (feat. A$AP Rocky)|14.5|0|2
799|Fleetwood Mac - Dreams - 2004 Remastered Edition|14.5|0|2
799|George Ezra - Hold My Girl|14.5|0|2
799|Halsey - Colors|14.5|0|2
799|Kali Uchis - Gotta Get Up (Interlude)|14.5|0|2
799|Kendrick Lamar - The Blacker The Berry|14.5|0|2
799|Kero Kero Bonito - Cinema|14.5|0|2
799|Kero Kero Bonito - The One True Path|14.5|0|2
799|Of Monsters and Men - King and Lionheart|14.5|0|2
799|Pinkshinyultrablast - Dance AM|14.5|0|2
799|The Aces - Volcanic Love|14.5|0|2
799|The Japanese House - Saw You in a Dream|14.5|0|2
799|The Veronicas - Untouched|14.5|0|2
799|Tommy Genesis - Lucky|14.5|0|2
799|Walk The Moon - One Foot|14.5|0|2
799|Walk The Moon - Shut Up and Dance|14.5|0|2
799|Blonde Tongues - Wedding Bells|14.5|0|1
799|Boards Of Canada - Rue The Whirl|14.5|0|1
799|Bruce Springsteen - One Step Up|14.5|0|1
799|Bruce Springsteen - Two Faces|14.5|0|1
799|Coin - I Don't Wanna Dance|14.5|0|1
799|CRUISR - Mind Eraser|14.5|0|1
799|Danny Brown - Ain't It Funny|14.5|0|1
799|Drake - Signs|14.5|0|1
799|Estelle - American Boy|14.5|0|1
799|Example - Won't Go Quietly|14.5|0|1
799|Findlay - Off & On|14.5|0|1
799|FKA twigs - Weak Spot|14.5|0|1
799|Flume - Enough|14.5|0|1
799|Frank Turner - Make America Great Again|14.5|0|1
799|Hugh Jackman - The Greatest Show|14.5|0|1
799|Jason Derülo - Trumpets|14.5|0|1
799|Jay Som - Turn Into|14.5|0|1
799|Jean Grae - My Contribution To This Scam|14.5|0|1
799|Jean Grae - Ohsh|14.5|0|1
799|Julia Michaels - Make It Up To You|14.5|0|1
799|Julie Andrews - Wouldn't It Be Loverly|14.5|0|1
799|Kanye West - Expenses Paid|14.5|0|1
799|Kasabian - Ill Ray (The King)|14.5|0|1
799|Keala Settle - This Is Me|14.5|0|1
799|Lana Del Rey - Salvatore|14.5|0|1
799|Lil Pump - D Rose|14.5|0|1
799|Lord Huron - Ancient Names (Part II)|14.5|0|1
799|Lorde - Flicker (Kanye West Rework)|14.5|0|1
799|Marilyn Cooper - Hallelujah, Baby!: Witches' Brew|14.5|0|1
799|Miley Cyrus - Jolene|14.5|0|1
799|My Bloody Valentine - When You Sleep - Remastered Version|14.5|0|1
799|Naaz - Someday|14.5|0|1
799|Neko Case - This Tornado Loves You|14.5|0|1
799|Owl City - Meteor Shower|14.5|0|1
799|Owl City - On The Wing|14.5|0|1
799|Rihanna - What's My Name? (feat. Drake)|14.5|0|1
799|Rita Ora - I Will Never Let You Down|14.5|0|1
799|Shakira - Whenever, Wherever|14.5|0|1
799|Snakehips - All My Friends (feat. Tinashe & Chance The Rapper)|14.5|0|1
799|Sudan Archives - Come Meh Way|14.5|0|1
799|SZA - Go Gina|14.5|0|1
799|Talitha Tan - Okay (feat. Darren Ashley)|14.5|0|1
799|The Jesus and Mary Chain - Just Like Honey|14.5|0|1
799|The Menzingers - I Don't Wanna Be An Asshole Anymore|14.5|0|1
799|The Menzingers - Where Your Heartache Exists|14.5|0|1
799|The Velvet Underground - Femme Fatale|14.5|0|1
799|The Velvet Underground - Sunday Morning|14.5|0|1
799|UNHhhh Ep 54 - Best Of Katya|14.5|0|1
799|Zac Clark - Everybody's Baby|14.5|0|1
799|Zoé - Azul|14.5|0|1
799|きゃりーぱみゅぱみゅ - PONPONPON , Kyary Pamyu Pamyu - PONPONPON|14.5|0|1
887|Ariana Grande - Everyday|14.0|0|6
887|Bishop Briggs - River|14.0|0|5
887|Britney Spears - Lucky|14.0|0|4
887|St. Vincent - Pills|14.0|0|4
887|Calvin Harris - Cash Out|14.0|0|3
887|K.I.D - Drunk Enough To Love Me|14.0|0|3
887|Khalid - LOCATION|14.0|0|3
887|Kim Petras - Slow It Down|14.0|0|3
887|Taylor Swift - I Knew You Were Trouble.|14.0|0|3
887|The Killers - The Way It Was|14.0|0|3
887|Annie - Heartbeat|14.0|0|2
887|Ariana Grande - Be My Baby|14.0|0|2
887|Avicii - Somewhere In Stockholm|14.0|0|2
887|Bleachers - All My Heroes|14.0|0|2
887|Britney Spears - Outrageous|14.0|0|2
887|Calvin Harris - We Found Love|14.0|0|2
887|Cigarettes After Sex - Nothing's Gonna Hurt You Baby|14.0|0|2
887|Cocteau Twins - Beatrix|14.0|0|2
887|Cocteau Twins - Ivo|14.0|0|2
887|Cocteau Twins - Lorelei|14.0|0|2
887|Cocteau Twins - Pandora (For Cindy)|14.0|0|2
887|Cocteau Twins - Persephone|14.0|0|2
887|Coldplay - A Sky Full Of Stars|14.0|0|2
887|Danny L Harle - Broken Flowers|14.0|0|2
887|Eleni Foureira - Fuego|14.0|0|2
887|Elohim - Hallucinating|14.0|0|2
887|Elohim - Sleepy Eyes|14.0|0|2
887|Elohim - The Wave|14.0|0|2
887|Florence + The Machine - Cosmic Love|14.0|0|2
887|Gnarls Barkley - Crazy|14.0|0|2
887|Halsey - Walls Could Talk|14.0|0|2
887|Jordan Fisher - All About Us|14.0|0|2
887|Kimbra - Sweet Relief|14.0|0|2
887|Lovelyz - That day|14.0|0|2
887|Niall Horan - Mirrors|14.0|0|2
887|Off Bloom - Love Actually|14.0|0|2
887|Paul White - Returning|14.0|0|2
887|Sabrina Claudio - All To You|14.0|0|2
887|Sean Paul - Mad Love|14.0|0|2
887|Sigrid - Plot Twist|14.0|0|2
887|Taylor Swift - I Almost Do|14.0|0|2
887|Vampire Weekend - The Kids Don't Stand a Chance|14.0|0|2
887|ABBA - The Visitors|14.0|0|1
887|Above & Beyond - Alright Now|14.0|0|1
887|Alvvays - Archie, Marry Me|14.0|0|1
887|Andrew Lloyd Webber - Requiem: 7. Pie Jesu|14.0|0|1
887|Antony & Cleopatra - The Islands|14.0|0|1
887|Ashlee Simpson - LaLa|14.0|0|1
887|Austra - Utopia|14.0|0|1
887|Avenged Sevenfold - Welcome To The Family|14.0|0|1
887|Avicii - Heart Upon My Sleeve|14.0|0|1
887|Avicii - Lonely Together - (feat. Rita Ora) Dj Licious Remix|14.0|0|1
887|Barbra Streisand - I'm The Greatest Star|14.0|0|1
887|Baz Luhrmann - Everbody's Free (To Wear Sunscreen) (Edit)|14.0|0|1
887|Bazzi vs. - Mine - Bazzi vs. Young Bombs Remix|14.0|0|1
887|Beartooth - I Have A Problem|14.0|0|1
887|Beartooth - Sick And Disgusting|14.0|0|1
887|Bloc Party - Banquet|14.0|0|1
887|Bloc Party - Pioneers|14.0|0|1
887|Bloc Party - Positive Tension|14.0|0|1
887|BROCKHAMPTON - STAINS|14.0|0|1
887|Carolina Deslandes - Circo De Feras|14.0|0|1
887|Charles Strouse - Easy Street (Rooster, Miss Hannigan, Lily St. Regis) - Voice|14.0|0|1
887|Chastity Belt - Different Now|14.0|0|1
887|Chemistry - Period|14.0|0|1
887|Converge - Jane Doe|14.0|0|1
887|Coolio - Gangsta's Paradise|14.0|0|1
887|Cub Sport - Good Guys Go|14.0|0|1
887|Darby - Play Pretend|14.0|0|1
887|Demi Lovato - Heart Attack|14.0|0|1
887|Depeche Mode - Personal Jesus - single version|14.0|0|1
887|Destiny - Apple Pie|14.0|0|1
887|Diplo - Wish|14.0|0|1
887|Ellie Goulding - Goodness Gracious|14.0|0|1
887|Equinox - Bones - Studio Version|14.0|0|1
887|EXO-CBX - Monday Blues|14.0|0|1
887|EXO-CBX - 내일 만나 Sweet Dreams!|14.0|0|1
887|EXO-K - 월광 Moonlight|14.0|0|1
887|Fever Ray, Van Rivers & The Subliminal Kid - Here Before|14.0|0|1
887|FKA twigs - Glass & Patron|14.0|0|1
887|Flatbush ZOMBiES - Leather Symphony (feat. A$AP Twelvyy)|14.0|0|1
887|Fleetwood Mac - Never Going Back Again|14.0|0|1
887|Frank Ocean - Impietas / Deathwish (ASR)|14.0|0|1
887|Freddie Gibbs & Madlib - Harold's|14.0|0|1
887|Generationals - When They Fight, They Fight|14.0|0|1
887|Haiku Hands - Jupiter|14.0|0|1
887|Hatchie - Sugar & Spice|14.0|0|1
887|Hayley Kiyoko - Gravel To Tempo|14.0|0|1
887|Hins Cheung - 缺|14.0|0|1
887|Iggy Azalea - Middle Man|14.0|0|1
887|IU - Jam Jam|14.0|0|1
887|Janelle Monáe - Locked Inside|14.0|0|1
887|Jean Grae, Quelle Chris - Scoop Of Dirt|14.0|0|1
887|Kanye West - Devil In A New Dress|14.0|0|1
887|Kanye West - I Wonder|14.0|0|1
887|Kanye West - Through The Wire|14.0|0|1
887|Kate Bush - Cloudbusting|14.0|0|1
887|Keane - Somewhere Only We Know|14.0|0|1
887|Kesha - C'mon|14.0|0|1
887|Korn - Got The Life|14.0|0|1
887|Kraftwerk - Airwaves|14.0|0|1
887|Kuuro - Fade To Black|14.0|0|1
887|Lana Del Rey - Fucked My Way Up To The Top|14.0|0|1
887|Lanterns on The Lake - Through The Cellar Door|14.0|0|1
887|Latifa - Avec Me|14.0|0|1
887|Laura Jean - Touchstone|14.0|0|1
887|Los Auténticos Decadentes - Corazón|14.0|0|1
887|Luna - 원하기 전에 Falling Out|14.0|0|1
887|Lydia Loveless - Midwestern Guys|14.0|0|1
887|Mallrat - UFO|14.0|0|1
887|Marina & The Diamonds - Shampain|14.0|0|1
887|Midori - Kanashii Hibi|14.0|0|1
887|Mitski - Last Words Of a Shooting Star|14.0|0|1
887|MØ - Drum|14.0|0|1
887|Nasty Bits - Woman Like You|14.0|0|1
887|One Direction - Home|14.0|0|1
887|Pet Shop Boys - Suburbia|14.0|0|1
887|Pet Shop Boys - West End Girls|14.0|0|1
887|Pet Shop Boys - Where The Streets Have No Name (I Can't Take My Eyes Off You)|14.0|0|1
887|Porcupine Tree - Lazarus|14.0|0|1
887|PRODUCE 101 - Super Hot|14.0|0|1
887|Rich The Kid - Early Morningn Trappin' (feat. Trippie Redd)|14.0|0|1
887|Rico Nasty - Key Lime OG|14.0|0|1
887|Rita Ora - Body on Me|14.0|0|1
887|Saba - GREY|14.0|0|1
887|Sci-Fi SKANE - Vi kommer försent till bluesen|14.0|0|1
887|Sigh - Nietzschean Conspiracy|14.0|0|1
887|Sigur Rós - All alright|14.0|0|1
887|Silver Jews - Random Rules|14.0|0|1
887|SKI MASK THE SLUMP GOD - BabyWipe|14.0|0|1
887|Skyeline - Out There|14.0|0|1
887|smokepurpp - Pray (feat. A$AP Ferg)|14.0|0|1
887|Soccer Mommy - Still Clean|14.0|0|1
887|St. Vincent - Save Me From What I Want|14.0|0|1
887|Stolen Jars - Eliot|14.0|0|1
887|Sugababes - Push The Button|14.0|0|1
887|SunMi - Heroine|14.0|0|1
887|Sure Sure - Friends|14.0|0|1
887|Taylor Swift - We Are Never Getting Back Together (Live)|14.0|0|1
887|The Aces - Lovin is Bible|14.0|0|1
887|The Killers - Run For Cover|14.0|0|1
887|The Neighbourhood - Scary Love|14.0|0|1
887|The Offspring - Gone Away|14.0|0|1
887|The Rolling Stones - Dead Flowers - Remastered|14.0|0|1
887|The Weeknd - House Of Balloons / Glass Table Girls|14.0|0|1
887|The Wldlfe - All I Ever Do|14.0|0|1
887|The Young Veins - Everyone But You|14.0|0|1
887|Therapie TAXI - Hit Sale (feat. Roméo Elvis)|14.0|0|1
887|Trent Harmon - Her|14.0|0|1
887|Trippie Redd - Dark Knight Dummo (feat. Travis Scott)|14.0|0|1
887|Walk Off The Earth - Fireflies|14.0|0|1
887|蔡依林 - PLAY我呸 (華納official 高畫質HD官方完整版MV)|14.0|0|1
1039|Charli XCX - Lucky|13.5|0|5
1039|Lady Gaga - Sexxx Dreams|13.5|0|5
1039|Bleachers - Let's Get Married|13.5|0|4
1039|Lady Gaga - G.U.Y.|13.5|0|4
1039|bazzi - Myself|13.5|0|3
1039|Billie Eilish - my boy|13.5|0|3
1039|Camila Cabello - cRYINg In THE clUB|13.5|0|3
1039|Frank Ocean - Sideways|13.5|0|3
1039|Kali Uchis - Body Language - Intro|13.5|0|3
1039|Lady Gaga - Born This Way|13.5|0|3
1039|Poo Bear - Perdido|13.5|0|3
1039|Soccer Mommy - Cool|13.5|0|3
1039|St. Vincent - Prince Johnny|13.5|0|3
